emr,əm
investments,ɪnvestmənts
investor,ɪnvestər
investors,ɪnvestəz
invests,ɪnvests
inveterate,ɪnvetərət
invidious,ɪnvɪdɪəs
invidiously,ɪnvɪdɪəslɪ
invigilate,ɪnvɪdʒɪleɪt
invigilated,ɪnvɪdʒɪleɪtɪd
invigilates,ɪnvɪdʒɪleɪts
invigilating,ɪnvɪdʒɪleɪtɪŋ
invigilation,ɪnvɪdʒɪleɪʃn
invigilations,ɪnvɪdʒɪleɪʃnz
invigilator,ɪnvɪdʒɪleɪtər
invigilators,ɪnvɪdʒɪleɪtəz
invigorate,ɪnvɪgəreɪt
invigorated,ɪnvɪgəreɪtɪd
invigorates,ɪnvɪgəreɪts
invigorating,ɪnvɪgəreɪtɪŋ
invincibility,ɪnvɪnsəbɪlɪtɪ
invincible,ɪnvɪnsəbl
invincibly,ɪnvɪnsəblɪ
inviolable,ɪnvaɪələbl
inviolate,ɪnvaɪələt
invisibility,ɪnvɪzəbɪlɪtɪ
invisible,ɪnvɪzəbl
invisibly,ɪnvɪzəblɪ
invitation,ɪnvɪteɪʃn
invitations,ɪnvɪteɪʃnz
invite,ɪnvaɪt
invite,ɪnvaɪt
invited,ɪnvaɪtɪd
invites,ɪnvaɪts
invites,ɪnvaɪts
inviting,ɪnvaɪtɪŋ
invitingly,ɪnvaɪtɪŋlɪ
invocation,ɪnvəkeɪʃn
invocations,ɪnvəkeɪʃnz
invoice,ɪnvoɪs
invoiced,ɪnvoɪst
invoices,ɪnvoɪsɪz
invoicing,ɪnvoɪsɪŋ
invoke,ɪnvoʊk
invoked,ɪnvoʊkt
invokes,ɪnvoʊks
invoking,ɪnvoʊkɪŋ
involuntarily,ɪnvɒləntrəlɪ
involuntary,ɪnvɒləntrɪ
involute,ɪnvəlut
involution,ɪnvəluʃn
involutions,ɪnvəluʃnz
involve,ɪnvɒlv
involved,ɪnvɒlvd
involvement,ɪnvɒlvmənt
involvements,ɪnvɒlvmənts
involves,ɪnvɒlvz
involving,ɪnvɒlvɪŋ
invulnerable,ɪnvʌlnərəbl
inward,ɪnwəd
inwardly,ɪnwədlɪ
inwardness,ɪnwədnəs
inwards,ɪnwədz
inwrought,ɪnrɔt
iodine,aɪədin
ion,aɪən
ionization,aɪənaɪzeɪʃn
ionize,aɪənaɪz
ionized,aɪənaɪzd
ionizes,aɪənaɪzɪz
ionizing,aɪənaɪzɪŋ
ionosphere,aɪɒnəsfɪər
ionospheres,aɪɒnəsfɪəz
ions,aɪənz
iota,aɪoʊtə
iotas,aɪoʊtəz
ipse dixit,ɪpsɪ dɪksɪt
ipse dixits,ɪpsɪ dɪksɪts
ipso facto,ɪpsoʊ fæktoʊ
irascibility,ɪræsəbɪlɪtɪ
irascible,ɪræsəbl
irate,aɪreɪt
irately,aɪreɪtlɪ
ire,aɪər
ireful,aɪəfəl
iridescence,ɪrɪdesns
iridescent,ɪrɪdesnt
iridium,ɪrɪdɪəm
iris,aɪərɪs
irises,aɪərɪsɪz
irk,ɜk
irked,ɜkt
irking,ɜkɪŋ
irks,ɜks
irksome,ɜksəm
iron,aɪən
iron-foundries,aɪən-faʊndrɪz
iron-foundry,aɪən-faʊndrɪ
iron-grey,aɪən-greɪ
ironclad,aɪənklæd
ironed,aɪənd
ironic,aɪrɒnɪk
ironical,aɪrɒnɪkl
ironically,aɪrɒnɪklɪ
ironies,aɪərənɪz
ironing,aɪənɪŋ
ironing-board,aɪənɪŋ-bɔd
ironing-boards,aɪənɪŋ-bɔdz
ironmonger,aɪənmʌŋgər
ironmongeries,aɪənmʌŋgərɪz
ironmongers,aɪənmʌŋgəz
ironmongery,aɪənmʌŋgərɪ
ironmould,aɪənmoʊld
ironmoulds,aɪənmoʊldz
irons,aɪənz
ironside,aɪənsaɪd
ironsides,aɪənsaɪdz
ironware,aɪənweər
ironwork,aɪənwɜk
ironworks,aɪənwɜks
irony,aɪərənɪ
irradiate,ɪreɪdɪeɪt
irradiated,ɪreɪdɪeɪtɪd
irradiates,ɪreɪdɪeɪts
irradiating,ɪreɪdɪeɪtɪŋ
irrational,ɪræʃənl
irrationally,ɪræʃənəlɪ
irreconcilable,ɪrekənsaɪləbl
irrecoverable,ɪrɪkʌvərəbl
irredeemable,ɪrɪdiməbl
irredentist,ɪrɪdentɪst
irredentists,ɪrɪdentɪsts
irreducible,ɪrɪdjusəbl
irrefutable,ɪrɪfjutəbl
irregular,ɪregjʊlər
irregularities,ɪregjʊlærɪtɪz
irregularity,ɪregjʊlærɪtɪ
irregularly,ɪregjʊləlɪ
irregulars,ɪregjʊləz
irrelevance,ɪreləvəns
irrelevances,ɪreləvənsɪz
irrelevancies,ɪreləvənsɪz
irrelevancy,ɪreləvənsɪ
irrelevant,ɪreləvənt
irrelevantly,ɪreləvəntlɪ
irreligious,ɪrɪlɪdʒəs
irremediable,ɪrɪmidɪəbl
irremovable,ɪrɪmuvəbl
irreparable,ɪrepərəbl
irreplaceable,ɪrɪpleɪsəbl
irrepressible,ɪrɪpresəbl
irreproachable,ɪrɪproʊtʃəbl
irresistible,ɪrɪzɪstəbl
irresolute,ɪrezəlut
irresolution,ɪrezəluʃn
irrespective,ɪrɪspektɪv
irresponsibility,ɪrɪspɒnsəbɪlɪtɪ
irresponsible,ɪrɪspɒnsəbl
irretrievable,ɪrɪtrivəbl
irretrievably,ɪrɪtrivəblɪ
irreverence,ɪrevərəns
irreverent,ɪrevərənt
irreverently,ɪrevərəntlɪ
irreversibility,ɪrɪvɜsəbɪlɪtɪ
irreversible,ɪrɪvɜsəbl
irreversibly,ɪrɪvɜsəblɪ
irrevocable,ɪrevəkəbl
irridentism,ɪrɪdentɪzəm
irrigate,ɪrɪgeɪt
irrigated,ɪrɪgeɪtɪd
irrigates,ɪrɪgeɪts
irrigating,ɪrɪgeɪtɪŋ
irrigation,ɪrɪgeɪʃn
irritability,ɪrɪtəbɪlɪtɪ
irritable,ɪrɪtəbl
irritably,ɪrɪtəblɪ
irritant,ɪrɪtənt
irritants,ɪrɪtənts
irritate,ɪrɪteɪt
irritated,ɪrɪteɪtɪd
irritates,ɪrɪteɪts
irritating,ɪrɪteɪtɪŋ
irritation,ɪrɪteɪʃn
irritations,ɪrɪteɪʃnz
irruption,ɪrʌpʃn
irruptions,ɪrʌpʃnz
is,ɪz
isinglass,aɪzɪŋglɑs
island,aɪlənd
islander,aɪləndər
islanders,aɪləndəz
islands,aɪləndz
isle,aɪl
isles,aɪlz
islet,aɪlɪt
islets,aɪlɪts
ism,ɪzəm
isms,ɪzəmz
isn't,ɪznt
isobar,aɪsəbɑr
isobars,aɪsəbɑz
isolate,aɪsəleɪt
isolated,aɪsəleɪtɪd
isolates,aɪsəleɪts
isolating,aɪsəleɪtɪŋ
isolation,aɪsəleɪʃn
isolationism,aɪsəleɪʃənɪzəm
isolationist,aɪsəleɪʃənɪst
isolationists,aɪsəleɪʃənɪsts
isosceles,aɪsɒsəliz
isotherm,aɪsəθɜm
isotherms,aɪsəθɜmz
isotope,aɪsətoʊp
isotopes,aɪsətoʊps
issue,ɪʃu
issued,ɪʃud
issues,ɪʃuz
issuing,ɪʃuɪŋ
isthmus,ɪsməs
isthmuses,ɪsməsɪz
it,ɪt
it'll,ɪtl
it's,ɪts
italic,ɪtælɪk
italicize,ɪtælɪsaɪz
italicized,ɪtælɪsaɪzd
italicizes,ɪtælɪsaɪzɪz
italicizing,ɪtælɪsaɪzɪŋ
italics,ɪtælɪks
itch,ɪtʃ
itched,ɪtʃt
itches,ɪtʃɪz
itchier,ɪtʃɪər
itchiest,ɪtʃɪɪst
itching,ɪtʃɪŋ
itchy,ɪtʃɪ
item,aɪtəm
itemize,aɪtəmaɪz
itemized,aɪtəmaɪzd
itemizes,aɪtəmaɪzɪz
itemizing,aɪtəmaɪzɪŋ
items,aɪtəmz
iterate,ɪtəreɪt
iterated,ɪtəreɪtɪd
iterates,ɪtəreɪts
iterating,ɪtəreɪtɪŋ
iteration,ɪtəreɪʃn
iterations,ɪtəreɪʃnz
itinerant,aɪtɪnərənt
itineraries,aɪtɪnərərɪz
itinerary,aɪtɪnərərɪ
its,ɪts
itself,ɪtself
ivied,aɪvɪd
ivies,aɪvɪz
ivory,aɪvərɪ
ivy,aɪvɪ
j,dʒeɪ
j's,dʒeɪz
jab,dʒæb
jabbed,dʒæbd
jabber,dʒæbər
jabbered,dʒæbəd
jabberer,dʒæbərər
jabberers,dʒæbərəz
jabbering,dʒæbərɪŋ
jabbers,dʒæbəz
jabbing,dʒæbɪŋ
jabot,ʒæboʊ
jabots,ʒæboʊz
jabs,dʒæbz
jack,dʒæk
jack-in-the-box,dʒæk-ɪn-ðə-bɒks
jack-in-the-boxes,dʒæk-ɪn-ðə-bɒksɪz
jack-knife,dʒæk-naɪf
jack-knifed,dʒæk-naɪft
jack-knifes,dʒæk-naɪfs
jack-knifing,dʒæk-naɪfɪŋ
jack-knives,dʒæk-naɪvz
jack-o'-lantern,dʒæk-ə-læntən
jack-o'-lanterns,dʒæk-ə-læntənz
jack-plane,dʒæk-pleɪn
jack-planes,dʒæk-pleɪnz
jackal,dʒækɔl
jackals,dʒækɔlz
jackanapes,dʒækəneɪps
jackass,dʒækæs
jackasses,dʒækæsɪz
jackboot,dʒækbut
jackboots,dʒækbuts
jackdaw,dʒækdɔ
jackdaws,dʒækdɔz
jacked,dʒækt
jacket,dʒækɪt
jackets,dʒækɪts
jacking,dʒækɪŋ
jackpot,dʒækpɒt
jackpots,dʒækpɒts
jacks,dʒæks
jade,dʒeɪd
jaded,dʒeɪdɪd
jades,dʒeɪdz
jag,dʒæg
jagged,dʒægɪd
jagged,dʒægd
jaggier,dʒægɪər
jaggiest,dʒægɪɪst
jagging,dʒægɪŋ
jaggy,dʒægɪ
jags,dʒægz
jaguar,dʒægjʊər
jaguars,dʒægjʊəz
jail,dʒeɪl
jailed,dʒeɪld
jailer,dʒeɪlər
jailers,dʒeɪləz
jailing,dʒeɪlɪŋ
jailor,dʒeɪlər
jailors,dʒeɪləz
jails,dʒeɪlz
jakes,dʒeɪks
jalopies,dʒəlɒpɪz
jalopy,dʒəlɒpɪ
jam,dʒæm
jamb,dʒæm
jamboree,dʒæmbəri
jamborees,dʒæmbəriz
jambs,dʒæmz
jamjar,dʒæmdʒɑr
jamjars,dʒæmdʒɑz
jammed,dʒæmd
jamming,dʒæmɪŋ
jampack,dʒæmpæk
jampacked,dʒæmpækt
jampacking,dʒæmpækɪŋ
jampacks,dʒæmpæks
jampot,dʒæmpɒt
jampots,dʒæmpɒts
jams,dʒæmz
jangle,dʒæŋgl
jangled,dʒæŋgld
jangles,dʒæŋglz
jangling,dʒæŋglɪŋ
janitor,dʒænɪtər
janitors,dʒænɪtəz
japan,dʒəpæn
japanned,dʒəpænd
japanning,dʒəpænɪŋ
japans,dʒəpænz
jape,dʒeɪp
japes,dʒeɪps
japonica,dʒəpɒnɪkə
jar,dʒɑr
jarful,dʒɑfʊl
jarfuls,dʒɑfʊlz
jargon,dʒɑgən
jarred,dʒɑd
jarring,dʒɑrɪŋ
jarringly,dʒɑrɪŋlɪ
jars,dʒɑz
jasmine,dʒæsmɪn
jasper,dʒæspər
jaundice,dʒɔndɪs
jaundiced,dʒɔndɪst
jaundices,dʒɔndɪsɪz
jaundicing,dʒɔndɪsɪŋ
jaunt,dʒɔnt
jaunted,dʒɔntɪd
jauntier,dʒɔntɪər
jauntiest,dʒɔntɪɪst
jauntily,dʒɔntɪlɪ
jauntiness,dʒɔntɪnəs
jaunting,dʒɔntɪŋ
jaunting-car,dʒɔntɪŋ-kɑr
jaunting-cars,dʒɔntɪŋ-kɑz
jaunts,dʒɔnts
jaunty,dʒɔntɪ
javelin,dʒævlɪn
javelins,dʒævlɪnz
jaw,dʒɔ
jawbone,dʒɔboʊn
jawbones,dʒɔboʊnz
jawbreaker,dʒɔbreɪkər
jawbreakers,dʒɔbreɪkəz
jawed,dʒɔd
jawing,dʒɔɪŋ
jaws,dʒɔz
jay,dʒeɪ
jays,dʒeɪz
jaywalk,dʒeɪwɔk
jaywalked,dʒeɪwɔkt
jaywalker,dʒeɪwɔkər
jaywalkers,dʒeɪwɔkəz
jaywalking,dʒeɪwɔkɪŋ
jaywalks,dʒeɪwɔks
jazz,dʒæz
jazzed,dʒæzd
jazzes,dʒæzɪz
jazzier,dʒæzɪər
jazziest,dʒæzɪɪst
jazzing,dʒæzɪŋ
jazzy,dʒæzɪ
jealous,dʒeləs
jealousies,dʒeləsɪz
jealously,dʒeləslɪ
jealousy,dʒeləsɪ
jean,dʒin
jeans,dʒinz
jeep,dʒip
jeeps,dʒips
jeer,dʒɪər
jeered,dʒɪəd
jeering,dʒɪərɪŋ
jeeringly,dʒɪərɪŋlɪ
jeers,dʒɪəz
jejune,dʒɪdʒun
jejunely,dʒɪdʒunlɪ
jejuneness,dʒɪdʒun+nəs
jell,dʒel
jellaba,dʒeləbə
jellabas,dʒeləbəz
jelled,dʒeld
jellied,dʒelɪd
jellies,dʒelɪz
jelling,dʒelɪŋ
jells,dʒelz
jelly,dʒelɪ
jellyfish,dʒelɪfɪʃ
jellyfishes,dʒelɪfɪʃɪz
jellying,dʒelɪɪŋ
jemmies,dʒemɪz
jemmy,dʒemɪ
jennies,dʒenɪz
jenny,dʒenɪ
jeopardize,dʒepədaɪz
jeopardized,dʒepədaɪzd
jeopardizes,dʒepədaɪzɪz
jeopardizing,dʒepədaɪzɪŋ
jeopardy,dʒepədɪ
jerboa,dʒɜboʊə
jerboas,dʒɜboʊəz
jeremiad,dʒerɪmaɪæd
jeremiads,dʒerɪmaɪædz
jerk,dʒɜk
jerked,dʒɜkt
jerkier,dʒɜkɪər
jerkiest,dʒɜkɪɪst
jerkily,dʒɜkɪlɪ
jerkin,dʒɜkɪn
jerkiness,dʒɜkɪnəs
jerking,dʒɜkɪŋ
jerkins,dʒɜkɪnz
jerks,dʒɜks
jerky,dʒɜkɪ
jerries,dʒerɪz
jerry,dʒerɪ
jerry-builder,dʒerɪ-bɪldər
jerry-builders,dʒerɪ-bɪldəz
jerry-building,dʒerɪ-bɪldɪŋ
jerry-built,dʒerɪ-bɪlt
jersey,dʒɜzɪ
jerseys,dʒɜzɪz
jest,dʒest
jested,dʒestɪd
jester,dʒestər
jesters,dʒestəz
jesting,dʒestɪŋ
jestingly,dʒestɪŋlɪ
jests,dʒests
jet,dʒet
jet-black,dʒet-blæk
jet-propelled,dʒet-prəpeld
jets,dʒets
jetsam,dʒetsəm
jetted,dʒetɪd
jetties,dʒetɪz
jetting,dʒetɪŋ
jettison,dʒetɪsn
jettisoned,dʒetɪsnd
jettisoning,dʒetɪsnɪŋ
jettisons,dʒetɪsnz
jetty,dʒetɪ
jewel,dʒuəl
jewelled,dʒuəld
jeweller,dʒuələr
jewellers,dʒuələz
jewellery,dʒuəlrɪ
jewelling,dʒuəlɪŋ
jewelry,dʒuəlrɪ
jewels,dʒuəlz
jib,dʒɪb
jib-boom,dʒɪb-bum
jib-booms,dʒɪb-bumz
jibbed,dʒɪbd
jibbing,dʒɪbɪŋ
jibe,dʒaɪb
jibed,dʒaɪbd
jibes,dʒaɪbz
jibing,dʒaɪbɪŋ
jibs,dʒɪbz
jiffies,dʒɪfɪz
jiffy,dʒɪfɪ
jig,dʒɪg
jigged,dʒɪgd
jigger,dʒɪgər
jiggered,dʒɪgəd
jiggers,dʒɪgəz
jiggery-pokery,dʒɪgərɪ-poʊkərɪ
jigging,dʒɪgɪŋ
jiggle,dʒɪgl
jiggled,dʒɪgld
jiggles,dʒɪglz
jiggling,dʒɪglɪŋ
jigs,dʒɪgz
jigsaw,dʒɪgsɔ
jigsaws,dʒɪgsɔz
jihad,dʒɪhɑd
jihads,dʒɪhɑdz
jilt,dʒɪlt
jilted,dʒɪltɪd
jilting,dʒɪltɪŋ
jilts,dʒɪlts
jim-jams,dʒɪm-dʒæmz
jiminy,dʒɪmənɪ
jimmies,dʒɪmɪz
jimmy,dʒɪmɪ
jingle,dʒɪŋgl
jingled,dʒɪŋgld
jingles,dʒɪŋglz
jingling,dʒɪŋglɪŋ
jingo,dʒɪŋgoʊ
jingoes,dʒɪŋgoʊz
jingoism,dʒɪŋgoʊɪzəm
jingoist,dʒɪŋgoʊɪst
jingoistic,dʒɪŋgoʊɪstɪk
jingoists,dʒɪŋgoʊɪsts
jinks,dʒɪŋks
jinn,dʒɪn
jinns,dʒɪnz
jinx,dʒɪŋks
jinxes,dʒɪŋksɪz
jitney,dʒɪtnɪ
jitneys,dʒɪtnɪz
jitterbug,dʒɪtəbʌg
jitterbugs,dʒɪtəbʌgz
jitters,dʒɪtəz
jittery,dʒɪtərɪ
jive,dʒaɪv
jived,dʒaɪvd
jives,dʒaɪvz
jiving,dʒaɪvɪŋ
job,dʒɒb
jobbed,dʒɒbd
jobber,dʒɒbər
jobbers,dʒɒbəz
jobbery,dʒɒbərɪ
jobbing,dʒɒbɪŋ
jobs,dʒɒbz
jockey,dʒɒkɪ
jockeyed,dʒɒkɪd
jockeying,dʒɒkɪɪŋ
jockeys,dʒɒkɪz
jocose,dʒoʊkoʊs
jocosely,dʒoʊkoʊslɪ
jocoseness,dʒoʊkoʊsnəs
jocosity,dʒoʊkɒsɪtɪ
jocular,dʒɒkjʊlər
jocularities,dʒɒkjʊlærɪtɪz
jocularity,dʒɒkjʊlærɪtɪ
jocularly,dʒɒkjʊləlɪ
jocund,dʒɒkənd
jocundities,dʒoʊkʌndɪtɪz
jocundity,dʒoʊkʌndɪtɪ
jodhpurs,dʒɒdpəz
jog,dʒɒg
jog-trot,dʒɒg-trɒt
jog-trots,dʒɒg-trɒts
jogged,dʒɒgd
jogger,dʒɒgər
joggers,dʒɒgəz
jogging,dʒɒgɪŋ
joggle,dʒɒgl
joggled,dʒɒgld
joggles,dʒɒglz
joggling,dʒɒglɪŋ
jogs,dʒɒgz
john,dʒɒn
joie de vivre,ʒwɑ də vivrə
join,dʒoɪn
joined,dʒoɪnd
joiner,dʒoɪnər
joiners,dʒoɪnəz
joinery,dʒoɪnərɪ
joining,dʒoɪnɪŋ
joins,dʒoɪnz
joint,dʒoɪnt
jointed,dʒoɪntɪd
jointing,dʒoɪntɪŋ
jointly,dʒoɪntlɪ
joints,dʒoɪnts
jointure,dʒoɪntʃər
jointures,dʒoɪntʃəz
joist,dʒoɪst
joists,dʒoɪsts
joke,dʒoʊk
joked,dʒoʊkt
joker,dʒoʊkər
jokers,dʒoʊkəz
jokes,dʒoʊks
joking,dʒoʊkɪŋ
jokingly,dʒoʊkɪŋlɪ
jollied,dʒɒlɪd
jollier,dʒɒlɪər
jollies,dʒɒlɪz
jolliest,dʒɒlɪɪst
jollification,dʒɒlɪfɪkeɪʃn
jollifications,dʒɒlɪfɪkeɪʃnz
jollities,dʒɒlɪtɪz
jollity,dʒɒlɪtɪ
jolly,dʒɒlɪ
jollyboat,dʒɒlɪboʊt
jollyboats,dʒɒlɪboʊts
jollying,dʒɒlɪɪŋ
jolt,dʒoʊlt
jolted,dʒoʊltɪd
joltier,dʒoʊltɪər
joltiest,dʒoʊltɪɪst
jolting,dʒoʊltɪŋ
jolts,dʒoʊlts
jolty,dʒoʊltɪ
jonquil,dʒɒŋkwɪl
jonquils,dʒɒŋkwɪlz
joss,dʒɒs
joss-house,dʒɒs-haʊs
joss-houses,dʒɒs-haʊzɪz
joss-stick,dʒɒs-stɪk
joss-sticks,dʒɒs-stɪks
josses,dʒɒsɪz
jostle,dʒɒsl
jostled,dʒɒsld
jostles,dʒɒslz
jostling,dʒɒslɪŋ
jot,dʒɒt
jots,dʒɒts
jotted,dʒɒtɪd
jotter,dʒɒtər
jotters,dʒɒtəz
jotting,dʒɒtɪŋ
jottings,dʒɒtɪŋs
joule,dʒul
joules,dʒulz
journal,dʒɜnl
journalese,dʒɜnəliz
journalism,dʒɜnəlɪzəm
journalist,dʒɜnəlɪst
journalistic,dʒɜnəlɪstɪk
journalistically,dʒɜnəlɪstɪklɪ
journalists,dʒɜnəlɪsts
journals,dʒɜnlz
journey,dʒɜnɪ
journeyed,dʒɜnɪd
journeying,dʒɜnɪɪŋ
journeyman,dʒɜnɪmən
journeymen,dʒɜnɪmən
journeys,dʒɜnɪz
joust,dʒaʊst
jousted,dʒaʊstɪd
jousting,dʒaʊstɪŋ
jousts,dʒaʊsts
jovial,dʒoʊvɪəl
jovialities,dʒoʊvɪælɪtɪz
joviality,dʒoʊvɪælɪtɪ
jovially,dʒoʊvɪəlɪ
jowl,dʒaʊl
jowlier,dʒaʊlɪər
jowliest,dʒaʊlɪɪst
jowls,dʒaʊlz
jowly,dʒaʊlɪ
joy,dʒoɪ
joy-bells,dʒoɪ-belz
joy-ride,dʒoɪ-raɪd
joy-rides,dʒoɪ-raɪdz
joy-stick,dʒoɪ-stɪk
joy-sticks,dʒoɪ-stɪks
joyed,dʒoɪd
joyful,dʒoɪfəl
joyfully,dʒoɪfəlɪ
joyfulness,dʒoɪfəlnəs
joying,dʒoɪɪŋ
joyless,dʒoɪləs
joylessly,dʒoɪləslɪ
joylessness,dʒoɪləsnəs
joyous,dʒoɪəs
joyously,dʒoɪəslɪ
joyousness,dʒoɪəsnəs
joys,dʒoɪz
ju-jitsu,dʒu-dʒɪtsu
jubilant,dʒubɪlənt
jubilantly,dʒubɪləntlɪ
jubilation,dʒubɪleɪʃn
jubilations,dʒubɪleɪʃnz
jubilee,dʒubɪli
jubilees,dʒubɪliz
judder,dʒʌdər
juddered,dʒʌdəd
juddering,dʒʌdərɪŋ
judders,dʒʌdəz
judge,dʒʌdʒ
judged,dʒʌdʒd
judgement,dʒʌdʒmənt
judgements,dʒʌdʒmənts
judges,dʒʌdʒɪz
judging,dʒʌdʒɪŋ
judicature,dʒudɪkətʃər
judicatures,dʒudɪkətʃəz
judicial,dʒudɪʃl
judiciaries,dʒudɪʃərɪz
judiciary,dʒudɪʃərɪ
judicious,dʒudɪʃəs
judiciously,dʒudɪʃəslɪ
judiciousness,dʒudɪʃəsnəs
judo,dʒudoʊ
jug,dʒʌg
jugful,dʒʌgfʊl
jugfuls,dʒʌgfʊlz
jugged,dʒʌgd
juggernaut,dʒʌgənɔt
juggernauts,dʒʌgənɔts
jugging,dʒʌgɪŋ
juggle,dʒʌgl
juggled,dʒʌgld
juggler,dʒʌglər
jugglers,dʒʌgləz
juggles,dʒʌglz
juggling,dʒʌglɪŋ
jugs,dʒʌgz
jugular,dʒʌgjʊlər
juice,dʒus
juices,dʒusɪz
juicier,dʒusɪər
juiciest,dʒusɪɪst
juiciness,dʒusɪnəs
juicy,dʒusɪ
juju,dʒudʒu
jujube,dʒudʒub
jujubes,dʒudʒubz
jujus,dʒudʒuz
jukebox,dʒukbɒks
jukeboxes,dʒukbɒksɪz
julep,dʒulɪp
juleps,dʒulɪps
jumble,dʒʌmbl
jumble-sale,dʒʌmbl-seɪl
jumble-sales,dʒʌmbl-seɪlz
jumbled,dʒʌmbld
jumbles,dʒʌmblz
jumbling,dʒʌmblɪŋ
jumbo,dʒʌmboʊ
jump,dʒʌmp
jumped,dʒʌmpt
jumped-up,dʒʌmpt-ʌp
jumper,dʒʌmpər
jumpers,dʒʌmpəz
jumpier,dʒʌmpɪər
jumpiest,dʒʌmpɪɪst
jumpiness,dʒʌmpɪnəs
jumping,dʒʌmpɪŋ
jumps,dʒʌmps
jumpy,dʒʌmpɪ
junction,dʒʌŋkʃn
junctions,dʒʌŋkʃnz
juncture,dʒʌŋktʃər
junctures,dʒʌŋktʃəz
jungle,dʒʌŋgl
jungles,dʒʌŋglz
junglier,dʒʌŋglɪər
jungliest,dʒʌŋglɪɪst
jungly,dʒʌŋglɪ
junior,dʒunɪər
juniors,dʒunɪəz
juniper,dʒunɪpər
junipers,dʒunɪpəz
junk,dʒʌŋk
junk-shop,dʒʌŋk-ʃɒp
junk-shops,dʒʌŋk-ʃɒps
junket,dʒʌŋkɪt
junketed,dʒʌŋkɪtɪd
junketing,dʒʌŋkɪtɪŋ
junkets,dʒʌŋkɪts
junkie,dʒʌŋkɪ
junkies,dʒʌŋkɪz
junks,dʒʌŋks
junky,dʒʌŋkɪ
junta,dʒʌntə
juntas,dʒʌntəz
juridical,dʒʊərɪdɪkl
juries,dʒʊərɪz
jurisdiction,dʒʊərɪsdɪkʃn
jurisprudence,dʒʊərɪsprudns
jurist,dʒʊərɪst
jurists,dʒʊərɪsts
juror,dʒʊərər
jurors,dʒʊərəz
jury,dʒʊərɪ
jury-box,dʒʊərɪ-bɒks
jury-boxes,dʒʊərɪ-bɒksɪz
jury-mast,dʒʊərɪ-mɑst
jury-masts,dʒʊərɪ-mɑsts
juryman,dʒʊərɪmən
jurymen,dʒʊərɪmən
just,dʒʌst
justice,dʒʌstɪs
justices,dʒʌstɪsɪz
justiciaries,dʒʌstɪʃərɪz
justiciary,dʒʌstɪʃərɪ
justifiable,dʒʌstɪfaɪəbl
justifiably,dʒʌstɪfaɪəblɪ
justification,dʒʌstɪfɪkeɪʃn
justifications,dʒʌstɪfɪkeɪʃnz
justified,dʒʌstɪfaɪd
justifies,dʒʌstɪfaɪz
justify,dʒʌstɪfaɪ
justifying,dʒʌstɪfaɪɪŋ
justly,dʒʌstlɪ
justness,dʒʌstnəs
jut,dʒʌt
jute,dʒut
juts,dʒʌts
jutted,dʒʌtɪd
jutting,dʒʌtɪŋ
juvenile,dʒuvənaɪl
juveniles,dʒuvənaɪlz
juxtapose,dʒʌkstəpoʊz
juxtaposed,dʒʌkstəpoʊzd
juxtaposes,dʒʌkstəpoʊzɪz
juxtaposing,dʒʌkstəpoʊzɪŋ
juxtaposition,dʒʌkstəpəzɪʃn
k,keɪ
"k""ummel",kʊməl
k's,keɪz
kaffir,kæfər
kaffirs,kæfəz
kail,keɪl
kakemono,kækɪmoʊnoʊ
kakemonos,kækɪmoʊnoʊz
kale,keɪl
kaleidoscope,kəlaɪdəskoʊp
kaleidoscopes,kəlaɪdəskoʊps
kaleidoscopic,kəlaɪdəskɒpɪk
kalends,kælendz
kampong,kæmpɒŋ
kampongs,kæmpɒŋz
kangaroo,kæŋgəru
kangaroos,kæŋgəruz
kaolin,keɪəlɪn
kapok,keɪpɒk
kaput,kəpʊt
karat,kærət
karate,kərɑtɪ
karats,kærəts
karma,kɑmə
karmas,kɑməz
kava,kɑvə
kayak,kaɪæk
kayaks,kaɪæks
kebab,kəbæb
kebabs,kəbæbz
kedgeree,kedʒəri
keel,kil
keeled,kild
keeling,kilɪŋ
keels,kilz
keen,kin
keened,kind
keener,kinər
keenest,kinɪst
keening,kinɪŋ
keenly,kinlɪ
keenness,kin+nəs
keens,kinz
keep,kip
keeper,kipər
keepers,kipəz
keeping,kipɪŋ
keeps,kips
keepsake,kipseɪk
keepsakes,kipseɪks
keg,keg
kegs,kegz
kelp,kelp
ken,ken
kenned,kend
kennel,kenl
kennelled,kenld
kennelling,kenəlɪŋ
kennels,kenlz
kenning,kenɪŋ
kens,kenz
kepi,keɪpɪ
kepis,keɪpɪz
kept,kept
kerb,kɜb
kerbs,kɜbz
kerbstone,kɜbstoʊn
kerbstones,kɜbstoʊnz
kerchief,kɜtʃɪf
kerchiefs,kɜtʃɪfs
kernel,kɜnl
kernels,kɜnlz
kerosene,kerəsin
kestrel,kestrəl
kestrels,kestrəlz
ketch,ketʃ
ketches,ketʃɪz
ketchup,ketʃəp
kettle,ketl
kettledrum,ketldrʌm
kettledrums,ketldrʌmz
kettles,ketlz
key,ki
keyboard,kibɔd
keyboards,kibɔdz
keyed,kid
keyhole,kihoʊl
keyholes,kihoʊlz
keying,kiɪŋ
keyless,kiləs
keynote,kinoʊt
keynotes,kinoʊts
keyring,kirɪŋ
keyrings,kirɪŋz
keys,kiz
keystone,kistoʊn
keystones,kistoʊnz
keyword,kiwɜd
keywords,kiwɜdz
